brand_name,active_ingredient,strength
Radpharm Dida,Technetium (99mtc) Etifenin,
Radpharm Mdp,Technetium (99mtc) Medronate,
Radpharm Colloid,Technetium (99mtc) Calcium Phytate,
Radpharm Leucocyte Labelling Kit,Technetium (99mtc) Stannous Fluoride,
Mylanta 2go Antacid Dual Action,Mylanta 2go Antacid Dual Action,
Ponstan,Mefenamic Acid,250mg
Help@Hand Chest Rub Ointment,Help@Hand Chest Rub Ointment,
Kwan Loong Liniment,Kwan Loong Liniment,
Dantrium,Dantrolene Sodium Hemiheptahydrate,20mg
Vamin 18 Electrolyte Free,Vamin 18 Electrolyte Free,500ml
Vamin 14 Electrolyte Free,Vamin 14 Electrolyte Free,
Cyklokapron,Tranexamic Acid,500 Mg
Dipentum,Olsalazine Sodium,250 Mg
Microlax Enema,Microlax Enema,
Salazopyrin En-Tabs,Sulfasalazine,500 Mg
Salazopyrin,Sulfasalazine,500mg
Virasolve Cold Sore Cream,Virasolve Cold Sore Cream,
Ovestin,Estriol,1mg
Ovestin,Estriol,1mg/G
Sustanon 250,Testosterone Esters,250 Mg In 1 Ml
Amytal Sodium,Amobarbital Sodium,500mg
Allegron,Nortriptyline Hydrochloride,10mg
D-Penamine,Penicillamine,125mg
D-Penamine,Penicillamine,250mg
Dobutrex,Dobutamine Hydrochloride,250mg
Humulin Nph,Human Insulin,100iu/Ml
Humulin R,Insulin,100iu/Ml
Keflin Neutral,Cefalotin,1g
Kefzol,Cefazolin,1g
Kefzol,Cefazolin,500mg
Mandol,Cefamandole,1g
Mandol,Cefamandole,500mg
Oncovin,Vincristine Sulfate,1mg
Prozac 20,Fluoxetine,20mg
Vancocin,Vancomycin,250mg
Vancocin Cp,Vancomycin,"500mg (500,000IU As Hydrochloride)"
Velbe,Vinblastine Sulfate,10mg
Anusol Ointment,Anusol Ointment,
Anusol Suppositories,Anusol Suppositories,
Colistin Link,Colistimethate Sodium,"Equivalent To Colistin 150 Mg, 4,500,000 IU"
Vancocin,Vancomycin,"125mg (125,000iu As Hydrochloride)"
Calamine Lotion,Calamine,
Hydrogen Peroxide Solution 6%,Hydrogen Peroxide,60mg/g (6%)
Hydrogen Peroxide Solution 3%,Hydrogen Peroxide,30mg/g (3%)
The Chemist Nappy Rash Paste,The Chemist Nappy Rash Paste,
Lisanol Antiseptic,Chloroxylenol,50mg/Ml
Methyl Salicylate Ointment,Methyl Salicylate Ointment,
Calamine Lotion,Calamine Lotion,
Oily Surgical Spirit,Oily Surgical Spirit,
Duofilm,"Salicylic Acid, Lactic Acid",
Pedoz Anti-Fungal Powder,Pedoz Anti-Fungal Powder,
Urocarb,Bethanechol Chloride,10 Mg
Travacalm Original,Travacalm Original,
No-Doz Plus,No-Doz Plus,
No-Doz Awakeners,Caffeine,100 Mg
Blistex Medicated Relief,Blistex Medicated Relief,
Medijel,Medijel,
Carafate,Sucralfate,1g
Coumadin,Warfarin Sodium,2mg
Endone,Oxycodone Hydrochloride,5 Mg
Nilstat Cream Pessaries,Nystatin,"100,000 I.U."
Nilstat Vaginal Cream,Nystatin,"20,000 U/g"
Aristocort 0.02% Cream,Triamcinolone Acetonide,0.2 mg/g
Aristocort 0.02% Ointment,Triamcinolone Acetonide,0.2 mg/g
Artane,Trihexyphenidyl Hydrochloride,2 mg
Edp,Povidone Iodine,145mg/g
Proladone,Oxycodone,30mg
Strepsils Blocked Nose,Strepsils Blocked Nose,
Strepsils Menthol & Mint Flavour,Strepsils Menthol & Mint Flavour,
Strepsils Honey & Lemon Flavour,Strepsils Honey & Lemon Flavour,
Nilstat Oral Tablets,Nystatin,"500,000 I.U."
Nilstat Oral Capsules,Nystatin,"500,000 I.U."
Curash Anti-Rash Baby Powder,Zinc Oxide,250 Mg/G
Curash Medicated Family,Zinc Oxide,250 Mg/G Powder
Optiray 240,Ioversol,15.27 G/30 Ml
Artane,Trihexyphenidyl (Benzhexol) Hydrochloride,5 Mg
Nilstat Oral Capsules,Nystatin,"500,000 Iu"
Nilstat Oral Tablet,Nystatin,"500,000 Iu"
Diamox,Acetazolamide,250 Mg
Rozex,Metronidazole,7.5 Mg/G
Lanoxin,Digoxin,250 Microgram
Septrin Forte,Trimethoprim/Sulfamethoxazole,160/800 Mg
Septrin,Trimethoprim/Sulfamethoxazole,80/400 Mg
Disprin Direct Chewables,Aspirin,300 Mg
Cardiprin 100,Aspirin,100 Mg
Cordarone X 100,Amiodarone Hydrochloride,100mg
Cordarone X Intravenous,Amiodarone Hydrochloride,150mg/3ml
Cordarone X 200,Amiodarone Hydrochloride,200mg
Dettol,Dettol,
Epilim Ec200,Sodium Valproate,200mg
Epilim Ec 500,Sodium Valproate,500mg
Epilim Syrup,Sodium Valproate,40mg/mL
Epilim,Sodium Valproate,100mg
Gaviscon,Gaviscon,
Temgesic,Buprenorphine (As Hydrochloride),300microgram/1mL
Eagle Tresos-B,Eagle Tresos-B,
Eagle Digestaid,Eagle Digestaid,
Neosynephrine 1%,Phenylephrine Hydrochloride,10mg/1mL
Omnipaque 300,Iohexol,6.47g/10mL
Omnipaque 350,Iohexol,37.75g/50mL
Adriamycin,Doxorubicin Hydrochloride,10mg/5mL
Methoblastin,Methotrexate,10mg
Methoblastin,Methotrexate,2.5mg
Minidiab,Glipizide,5mg
Eagle Chrome,Chromium Amino Acid Chelate,10mg
Panamax,Paracetamol,500mg
Resonium A,Sodium Polystyrene Sulfonate,
Panadol Children 5 - 12 Years Elixir,Paracetamol,48 Mg/Ml
Panadol Rapid Soluble,Paracetamol,500mg
Retrieve,Tretinoin,0.5mg/g
Thursday Plantation Tea Tree Oil,Melaleuca Oil,1 Ml/Ml
Ultravist 370,Iopromide,38.443 G/50 Ml
Ultravist 240,Iopromide,24.936 G/50 Ml
Ultravist 300,Iopromide,31.17 G/50 Ml
Black & Gold Chest Rub Ointment,Black & Gold Chest Rub Ointment,
Medipulv Antiseptic Powder,Medipulv Antiseptic Powder,
Medi Creme,Medi Creme,
Nyal Mouth Ulcer Gel,Nyal Mouth Ulcer Gel,
Dbl Promethazine Hydrochloride,Promethazine Hydrochloride,50 Mg/2 Ml
Dbl Pentamidine Isethionate,Pentamidine Isethionate,300 Mg
Dbl Sodium Acetate (Anhydrous) Concentrated Injection,Sodium Acetate,1.64g/10ml
Dbl Potassium Dihydrogen Phosphate Concentrated Injection,Potassium Phosphate - Monobasic,1.361g/10ml
Dbl Potassium Acetate Concentrated Injection,Potassium Acetate,2.45g/5ml
Dbl Potassium Phosphate - Monobasic And Potassium Phosphate - Dibasic Concentrated Injection,Potassium Phosphate - Monobasic And Potassium Phosphate - Dibasic,0.54g And 1.83g In 10ml
Dbl Sodium Phosphate And Potassium Phosphate Concentrated Injection,Sodium Phosphate And Potassium Phosphate,
Dbl Papaverine Hydrochloride,Papaverine Hydrochloride,120 Mg/10 Ml
Dbl Naloxone Hydrochloride,Naloxone Hydrochloride,400 Microgram/1 Ml
Dbl Sulfamethoxazole And Trimethoprim,Sulfamethoxazole And Trimethoprim,400 Mg And 80 Mg/5 Ml
Dbl Vincristine Sulfate,Vincristine Sulfate,1 Mg/1 Ml
Dbl Vinblastine Injection,Vinblastine Sulfate,10 Mg/10 Ml
Dbl Magnesium Chloride Concentrated Injection,Magnesium Chloride,0.48g/5ml
Dbl Magnesium Sulfate Concentrated Injection,Magnesium Sulfate,2.47g/5ml
Dbl Methotrexate,Methotrexate,1g/10ml
Dbl Methotrexate,Methotrexate,5mg/2ml
Dbl Methotrexate,Methotrexate,50mg/2ml
Dbl Ephedrine Sulfate,Ephedrine Sulfate,30mg/1ml
Dbl Gentamicin,Gentamicin Sulfate,10mg/1ml
Dbl Glyceryl Trinitrate Concentrate Injection,Glyceryl Trinitrate,50mg/10ml
Dbl Heparin Sodium,Heparin Sodium,5000iu/0.2ml
Dbl Indigo Carmine,Indigo Carmine,20mg/5ml
Dbl Leucovorin Calcium,Folinic Acid,15 Mg/2Ml
Dbl Ascorbic Acid,Ascorbic Acid,500Mg/5Ml
Dbl Aminophylline,Aminophylline,250Mg/10Ml
Calcium Chloride,Calcium Chloride,0.74G/5Ml
Dbl Leucovorin Calcium,Folinic Acid,15 Mg
Dbl,Codeine Phosphate,50Mg/1Ml
Dbl,Dehydrated Alcohol,Ethanol 100% 20Ml
Dbl,Dexamethasone Sodium Phosphate,4Mg/1Ml
Dbl,Diazoxide,300Mg/20Ml
Dbl Sterile,Dopamine,200Mg/5Ml
Dbl Zinc Chloride Injection,Zinc Chloride,5 Mg Zn/2 Ml
Chelated Zinc,Chelated Zinc,
Neo Life Enzyme Digestive Aid,Enzyme Digestive Aid,
Neo-C,Neo-C,
Neo-Cleanse,Neo-Cleanse,
Vitamin C Threshold Controlled Tablet,Vitamin C,
Springfields Peppermint Essential Oil,Peppermint Essential Oil,
Dianeal Low Calcium With 1.5% W/V Glucose Peritoneal Dialysis Solution,Glucose,1.5% W/V
Springfields Lavender Essential Oil,Lavender Essential Oil,
Dianeal Low Calcium With 4.25% W/V Glucose Peritoneal Dialysis Solution,Glucose,4.25% W/V
Dianeal Low Calcium,Dianeal Low Calcium,2.5% W/V
Genotropin,Somatropin,16 IU (5.3mg)/ml
Tiger Balm Oil,Tiger Balm Oil,
Transiderm-Nitro 50,Glyceryl Trinitrate,50 Mg
Transiderm-Nitro 25,Glyceryl Trinitrate,25 Mg
Stingose Spray,Aluminium Sulfate Hydrate,200mg/Ml
Thars Ointment,Thars Ointment,
Amersham Cyanocobalamin(57co),Cyanocobalamin(57co),18.5kbq
Alepam 15,Oxazepam,15mg
Alphapress 25,Hydralazine Hydrochloride,25mg
Antenex 10,Diazepam,10mg
Antenex 2,Diazepam,2mg
Antenex 5,Diazepam,5mg
Anthel 125,Pyrantel,125 Mg (As Embonate)
Anthel 250,Anthel 250,
Clonea,Clotrimazole,10mg/G
Antenex 10,Diazepam,10mg
Alphapharm Dapsone 100,Dapsone,100mg
Deralin 10,Propranolol Hydrochloride,10mg
Deralin 160,Propranolol Hydrochloride,160mg
Deralin 40,Propranolol Hydrochloride,40mg
Deptran 50,Doxepin,50mg
Glyade,Gliclazide,80mg
Glyade,Gliclazide,80mg
Metrogyl 200,Metronidazole,200mg
Metrogyl 400,Metronidazole,400mg
Pramin,Metoclopramide Hydrochloride,10mg
Teril,Carbamazepine,200mg
Alphamox 250,Amoxicillin (As Trihydrate),250mg
Alphamox 500,Amoxicillin (As Trihydrate),500mg
Resprim,Trimethoprim/Sulfamethoxazole,80 Mg/400 Mg
Resprim Forte,Trimethoprim/Sulfamethoxazole,160 Mg/800 Mg
Staphylex 250,Flucloxacillin,250 Mg
Staphylex 500,Flucloxacillin,500 Mg
Uremide 40,Furosemide,40 Mg
Megafol 5,Folic Acid,5 Mg
Allopurinol Alphapharm 300,Allopurinol,300 Mg
Rawleigh's Antiseptic Salve,Rawleigh's Antiseptic Salve,
Rawleigh's Medicated Ointment,Rawleigh's Medicated Ointment,
Actilyse,Alteplase (Rch),50 Mg
Atrovent Unit Dose Vials,Ipratropium Bromide,250 Micrograms/1 Ml
Buscopan,Hyoscine Butylbromide,20mg/1ml
Catapres,Clonidine Hydrochloride,150 Microgram/1ml
Catapres 100,Clonidine Hydrochloride,100 Microgram
Dulcolax,Bisacodyl,10 Mg
Persantin,Dipyridamole,10mg/2ml
Goanna Oil Liniment,Goanna Oil Liniment,
Polaramine,Dexchlorpheniramine Maleate,0.4mg/ml
Solarcaine Spray,Benzocaine,10mg/g
Tinaderm,Tolnaftate,0.9mg/g
Tinaderm Powder,Tinaderm Powder,
Mediherb Digest Oral Liquid,Mediherb Digest Oral Liquid,
Mediherb Comfrey 30% Cream,Comfrey,30%
Mediherb Capsella Complex Oral Liquid,Capsella Complex,
Waxsol,Docusate Sodium,0.5% W/V
Albey Paper Wasp Venom,Paper Wasp Venom,550 Microgram
Canesten Clotrimazole Antifungal Cream,Clotrimazole,10mg/G
Canesten Clotrimazole Thrush 6 Day Cream,Clotrimazole,1% W/W
Canesten Clotrimazole Antifungal Topical Solution,Clotrimazole,10 Mg/Ml
Canesten Clotrimazole Thrush 3 Day Cream,Clotrimazole,2% W/W
Diprosone,Betamethasone Dipropionate,0.5mg/G
Diprosone Ov,Betamethasone Dipropionate,0.5mg/G
Diprosone Ov,Betamethasone Dipropionate,0.5mg/G
Diprosone,Betamethasone Dipropionate,0.47mg/Ml
Biltricide,Praziquantel,600mg
Albey Yellow Jacket Venom,Vespula Spp Venom,550 Microgram
Celestone Chronodose,Betamethasone,5.7mg/1ml
Celestone-M,Betamethasone,0.2mg/g
Demazin Kids 6+ Cold Relief,Demazin Kids 6+ Cold Relief,
Demazin Original 6 Hour Relief,Demazin Original 6 Hour Relief,
Seda Lotion,Lidocaine,25 Mg/Ml
Wart-Off Paint,Wart-Off Paint,
Pyrenel Foam,Pyrenel Foam,
White Flower Embrocation Liniment,White Flower Embrocation Liniment,
Lantheus Gallium,Gallium Citrate,74 Mbq/Ml
Ospolot,Sulthiame,50 Mg
Ospolot,Sulthiame,200 Mg
Invite E,Vitamin E,
Pharmacist Antiseptic Liquid,Povidone-Iodine,10% 100Mg/Ml
Sedagel,Sedagel,
Hepatolite,Technetium (99mtc) Disofenin,
Kenacomb,Kenacomb,
Kenacomb Otic,Kenacomb Otic,
Kenacomb Otic,Kenacomb Otic,
Kenacort-A 10,Triamcinolone Acetonide,10mg/1ml
Kenalog In Orabase,Triamcinolone Acetonide,1 Mg/G
Mycostatin,Nystatin,"100,000 U/G"
Bicnu,Carmustine,100 Mg
Capoten,Captopril,25 Mg
Capoten,Captopril,50 Mg
Ceenu,Lomustine,40 Mg
Ceenu,Lomustine,10 Mg
Fungilin,Amphotericin B,10 Mg
Rivacol Chlorhexidine Mouthwash,Chlorhexidine Gluconate,2 Mg/Ml
Baxter Compound Sodium Lactate Solution And 5% Glucose,Sodium Lactate Solution And Glucose,500 Ml
Baxter Compound Sodium Lactate (Hartmann's Solution),Compound Sodium Lactate,
10% Dextran 40 In 5% Glucose,"Dextran 40, Glucose","10% Dextran 40, 5% Glucose"
10% Dextran 40 In 0.9% Sodium Chloride,"Dextran 40, Sodium Chloride","10% Dextran 40, 0.9% Sodium Chloride"
6% Dextran 70 In 5% Glucose,"Dextran 70, Glucose","6% Dextran 70, 5% Glucose"
6% Dextran 70 In 0.9% Sodium Chloride,"Dextran 70, Sodium Chloride","6% Dextran 70, 0.9% Sodium Chloride"
Baxter Heparin Sodium,Heparin Sodium,1000 IU
Baxter Heparin Sodium,Heparin Sodium,2000 IU
Baxter Darrow's Solution,Baxter Darrow's Solution,
Plasma-Lyte 148 And 5% Glucose,Plasma-Lyte 148 And 5% Glucose,
Plasma-Lyte 56 In 5% Glucose,Plasma-Lyte 56 In 5% Glucose,
Baxter Ringers Solution,Baxter Ringers Solution,
Baxter,Sodium Bicarbonate,25g/500mL
Synthamin 17,Amino Acid Without Electrolytes,10%
Synthamin 17,Amino Acid With Electrolytes,10%
Synthamin 9,Amino Acid With Electrolytes,
Baxter Water For Injections,Baxter Water For Injections,
Baxter 0.015% Chlorhexidine & 0.15% Cetrimide Antiseptic Solution,Chlorhexidine & Cetrimide,0.015% & 0.15%
Baxter Chlorhexidine Acetate 0.02% W/V Antiseptic Aqueous Solution,Chlorhexidine Acetate,0.02% W/V
Baxter Chlorhexidine 0.05% Cetrimide 0.5%,Chlorhexidine & Cetrimide,0.05% & 0.5%
Baxter Chlorhexidine Acetate 0.05% Aqueous Antiseptic Solution,Chlorhexidine Acetate,0.05%
Baxter Chlorhexidine 0.1% Cetrimide 1% Aqueous Solution,Chlorhexidine,
Baxter Chlorhexidine Acetate 0.1% Aqueous Solution,Chlorhexidine Acetate,
Baxter 0.15% Potassium Chloride And 5% Glucose Injection Bp,"Potassium Chloride, Glucose",0.15% And 5%
Baxter Potassium Chloride 20 Mmol And 0.9% Sodium Chloride Intravenous Infusion,"Potassium Chloride, Sodium Chloride",20 Mmol And 0.9%
Baxter 0.22% Potassium Chloride And Hartmann's Solution Injection,"Potassium Chloride, Hartmann's Solution",0.22%
Baxter 0.224% Potassium Chloride And 5% Glucose Injection Bp,"Potassium Chloride, Glucose",1000ml
Baxter Potassium Chloride And 0.9% Sodium Chloride Intravenous Infusion,"Potassium Chloride, Sodium Chloride",1000ml
Baxter 0.224% Potassium Chloride And 0.18% Sodium Chloride And 4% Glucose Injection Bp,"Potassium Chloride, Sodium Chloride, Glucose",1000ml
Baxter 0.45% Sodium Chloride Injection Bp,Sodium Chloride,500ml
Baxter Chlorhexidine Acetate Solution,Chlorhexidine Acetate,0.5%
Baxter,Sodium Chloride,0.9% 450mg/50mL
Osmitrol,Mannitol,10% 100g/L
Baxter,Anhydrous Glucose,10% 500mL
Baxter,Sodium Chloride And Glucose,0.45% And 2.5% 500mL
Osmitrol,Mannitol,20% 100g/500mL
Baxter 0.3% Sodium Chloride And 3.3% Glucose,Sodium Chloride And Glucose,"0.3% Sodium Chloride, 3.3% Glucose"
Baxter 0.225% Sodium Chloride And 3.75% Glucose,Sodium Chloride And Glucose,"0.225% Sodium Chloride, 3.75% Glucose"
Baxter 3% Sodium Chloride,Sodium Chloride,3% Sodium Chloride
Baxter 0.18% Sodium Chloride And 4% Glucose,Sodium Chloride And Glucose,"0.18% Sodium Chloride, 4% Glucose"
Baxter 0.9% Sodium Chloride And 5% Glucose,Sodium Chloride And Glucose,"0.9% Sodium Chloride, 5% Glucose"
Baxter 5% Glucose 50Ml Injection Bp Bag,Glucose,5%
Baxter 50% Anhydrous Glucose 250G/500Ml Injection Bp Bag,Anhydrous Glucose,50%
Baxter 70% Anhydrous Glucose 350G/500Ml Injection Bp Bag,Anhydrous Glucose,70%
Synthamin 17 Amino Acid 10% With Electrolytes And Glucose 25% 1000Ml Injection Bag,Amino Acid,
Synthamin 17 Amino Acid 10% With Electrolytes And Glucose 50% 1000Ml Injection Bag,Amino Acid,
Synthamin 17,Amino Acid,10%
Atropt,Atropine Sulfate Monohydrate,1% 10 Mg/Ml
Zostrix,Capsaicin,0.025% W/W
Chlorsig,Chloramphenicol,5 Mg/Ml
Chlorsig,Chloramphenicol,1% 10 Mg/G
Dianeal Pd-2 Peritoneal Dialysis,Glucose,4.25% W/V
Phenobarb,Phenobarbital,30mg
Sigmacort 1%,Hydrocortisone Acetate,10mg/g
Sigmacort 1%,Hydrocortisone Acetate,10mg/g
Orthoplex D.E.F.,Orthoplex D.E.F.,
Dianeal Pd-2 Peritoneal Dialysis With 0.55% Glucose,Glucose,
Sigmacort,Hydrocortisone Acetate,0.5% 5 Mg/G Cream
Dianeal Pd-2 Peritoneal Dialysis With 1.5% W/V Glucose Solution,Glucose,
Aspen Dexamfetamine,Dexamfetamine Sulfate,5 Mg Tablet
Dianeal Pd-2 Peritoneal Dialysis With 2.5% W/V Glucose Solution,Glucose,
Orthoplex Hydrozyme,Orthoplex Hydrozyme,
Orthoplex Inkephaline,Orthoplex Inkephaline,
Orthoplex Taurine 500 Tablets,Taurine,500 Mg
Orthoplex Adenosine,Adenosine,
Optiray 320,Ioversol,13.56 G/20 Ml
Blackmores Celloids P.P.85,Blackmores Celloids P.P.85,
Blackmores Celloids P.S.29,Potassium Sulfate,33 Mg
Blackmores Celloids P.C.73,Blackmores Celloids P.C.73,
Blackmores Celloids C.P.57,Blackmores Celloids C.P.57,
Blackmores Celloids C.S.36,Blackmores Celloids C.S.36,
Blackmores Celloids I.P.82,Iron Phosphate,15 Mg
Blackmores Celloids S.79,Blackmores Celloids S.79,
Blackmores Celloids S.S.69,Blackmores Celloids S.S.69,
Blackmores Duo Celloid P.P.M.P.,Blackmores Duo Celloid P.P.M.P.,
Blackmores Nutritional Compounds Bio-Mineral Formula,Blackmores Nutritional Compounds Bio-Mineral Formula,
Blackmores Duo Celloids S.C.F.,Blackmores Duo Celloids S.C.F.,
Blackmores Duo Celloids C.P.M.P.,Blackmores Duo Celloids C.P.M.P.,
Blackmores Duo Celloids C.P.I.P.,Blackmores Duo Celloids C.P.I.P.,
Blackmores Duo Celloids S.P.P.C.,Blackmores Duo Celloids S.P.P.C.,
Blackmores Duo Celloids S.P.M.P.,Blackmores Duo Celloids S.P.M.P.,
Blackmores Duo Celloids P.C.M.P. Tablets,Blackmores Duo Celloids P.C.M.P.,
Blackmores Duo Celloids P.C.I.P. Tablets,Blackmores Duo Celloids P.C.I.P.,
Blackmores Duo Celloids P.S.M.P. Tablet,Blackmores Duo Celloids P.S.M.P.,
Blackmores Duo Celloids P.S.P.C. Tablets,Blackmores Duo Celloids P.S.P.C.,
Blackmores Celloids Compound Sodical Plus Tablets,Blackmores Celloids Compound Sodical Plus,
Blackmores Celloids Compounds Magcal Plus,Blackmores Celloids Compounds Magcal Plus,
Blackmores Celloids M.P. 65,Magnesium Phosphate Pentahydrate,65 Mg
Blackmores Celloids S.P. 96,Blackmores Celloids S.P. 96,
Blackmores Duo Celloids S.S.P.C.,Blackmores Duo Celloids S.S.P.C.,
Blackmores Duo Celloids S.P.S.,Blackmores Duo Celloids S.P.S.,
Blackmores Duo Celloids S.P.P.S,Blackmores Duo Celloids S.P.P.S,
Blackmores Duo Celloids S.P.S.S,Blackmores Duo Celloids S.P.S.S,
Z.S.C,Z.S.C,
Serenace,Haloperidol,10 Mg
Lomofen,"Diphenoxylate Hydrochloride, Atropine Sulfate, Furazolidone","2.5 Mg, 0.025 Mg, 50 Mg"
Hilde Hemmes' Herbals Comfrey Cream,Hilde Hemmes' Herbals Comfrey Cream,
Serenace,Haloperidol,5 Mg
Serenace,Haloperidol,0.5 Mg
Ovulen,"Ethynodiol Diacetate, Ethinyloestradiol","1 Mg, 0.05 Mg"
Fe 28 Tablets,Fe 28 Tablets,
Magnesium Citrate,Magnesium Citrate,
Xylonor,Xylonor,
Xylonor,Xylonor,
Co-Phenylcaine,Phenylephrine Hydrochloride,
Nasalate,Nasalate,
Little Parachoc,Liquid Paraffin,0.5 Ml/Ml
Marcaine Spinal 0.5%,Bupivacaine Hydrochloride Anhydrous,20mg/4mL
Hirudoid Cream,Heparinoids,3 mg/g
Orion Phenobarbital Elixir,Phenobarbital,15mg/5mL
Oripro,Progesterone,100 mg
Orion Progesterone,Progesterone,25mg
Orion Progesterone,Progesterone,50 Mg Pessary
Oripro,Progesterone,200 Mg Pessary
Riodine Antiseptic Solution,Povidone-Iodine,100 Mg/Ml Bottle
Riodine S,Povidone-Iodine,100 Mg/Ml Application Bottle
Orion Iodine,Iodine,1% In Alcohol 70% Application Bottle
Orion Iodine,Iodine,0.5% In Alcohol 70%
Essential Therapeutics Damask Rose Oil,Damask Rose Oil,
Essential Therapeutics Lavender Oil,Lavender Oil,
Chlorofluor Mouth Rinse With Fluoride,Fluoride,
Salonpas,Salonpas,
Proctosedyl,Hydrocortisone And Cinchocaine,
Korean Ginseng,Panax Ginseng,500mg
Biological Therapies Sodium Ascorbate Solution,Sodium Ascorbate,15g/50ml
Biological Sodium Ascorbate Oral Powder,Sodium Ascorbate,
Biological Therapies Sodium Ascorbate Solution,Sodium Ascorbate,15g/100mL
Biological Therapies Sodium Ascorbate Solution,Sodium Ascorbate,15g/50mL
Biological Therapies Sodium Ascorbate Solution,Sodium Ascorbate,15g/100mL
Biological Therapies Sodium Ascorbate Solution,Sodium Ascorbate,12.5g/50mL
Biological Therapies Sodium Ascorbate Solution,Sodium Ascorbate,45g/500mL
Biological Therapies Disodium Edetate 3g + Sodium Ascorbate Solution,Disodium Edetate + Sodium Ascorbate,3g + 15g / 100ml
Biological Therapies B-Dose,Biological Therapies B-Dose,2ml
Biological Therapies B-Dose Ae,Biological Therapies B-Dose Ae,2ml
Biological Therapies B-Dose Plus,Biological Therapies B-Dose Plus,2ml
Biological Therapies Disodium Edetate Solution,Disodium Edetate,3g / 100ml
Biological Therapies C-Salts,Biological Therapies C-Salts,
Biological Therapies Iv B-Dose,Biological Therapies Iv B-Dose,2Ml
Biological Therapies Methylcobalamin,Mecobalamin (Co-Methylcobalamin),10Mg/2Ml
Biological Therapies Cyanocobalamin,Cyanocobalamin,1 Mg In 1 Ml
Proctosedyl Suppositories,Proctosedyl Suppositories,
Biological Therapies Disodium Edetate + Sodium Ascorbate Solution,Disodium Edetate 3g + Sodium Ascorbate 5g,50ml
Biological Therapies Cyanocobalamin,Cyanocobalamin,20 Mg In 2 Ml
Biological Therapies B-Dose Forte,B-Dose Forte,2.5ml
Biological Therapies Sodium Ascorbate Solution,Sodium Ascorbate,12.5g/50ml
Biological Therapies Edta + Sodium Ascorbate Oral Powder,Edta + Sodium Ascorbate,
Ansto Health Chromium (51Cr) Edetate,Chromium (51Cr) Edetate,8 Mbq/Ml
Ari Indium (111In) Pentetate,Indium (111In) Pentetate,37 Mbq/Ml
Pentastan Kit For Preparation Of Technetium (99mTc) Pentetate,Technetium (99mTc) Pentetate,
Ansto Health Sodium Iodide (131I),Sodium Iodide (131I),200 Mbq/Ml
Sodium Iodide (131I),Sodium Iodide (131I),200 Mbq/Ml
Australian Radioisotopes,Sodium Iodide (I-131),50 - 6000mbq Therapy
Ansto Health,Thallous (201tl) Chloride,125mbq/ml
Phebra,Folic Acid,5mg/1ml
Opthalmic Labs,Zinc Sulphate,50mg/1ml
Phebra,Sodium Selenate Decahydrate,111 Microgram/5ml
Pentastan Kit,Technetium (99mTc) Pentetate,Powder For Injection
Arginine Hydrochloride,Arginine Hydrochloride,60% (15g/25mL)
Potassium Chloride,Potassium Chloride,22.3% (2.23g/10mL)
Sodium Nitrite,Sodium Nitrite,3% (300mg/10mL)
Magnesium Sulfate Heptahydrate,Magnesium Sulfate Heptahydrate,50% (2.5g/5mL)
Phebra Sodium Selenate Decahydrate,Sodium Selenate Decahydrate,467 Microgram/2ml
Opthalmic Labs Evans Blue,Evans Blue,25mg/5ml
Azovan Blue,Azovan Blue,
Zinc Chloride,Zinc Chloride,10.6mg/2ml
Opthalmic Labs Dextrose,Anhydrous Glucose,5g/10ml
Phebra Calcium Gluconate,Calcium Gluconate,953mg/10ml
Albalon-A,Albalon-A,
Ophthalmic Labs Copper,Copper,1 Mg/5 Ml
Manganese,Manganese,1 Mg/5 Ml
Chromium,Chromium,20 Microgram/5 Ml
Quinine Dihydrochloride,Quinine Dihydrochloride,6% (600 Mg/10 Ml)
Phebra,Sodium Chloride,23.4% (2.34 G In 10 Ml)
Retinofluor,Fluorescein Sodium,10% (1g/10 Ml)
Retinofluor,Fluorescein Sodium,25% (1.25g/5mL)
Opthalmic Labs Cyanocobalamin,Cyanocobalamin,2mg/2mL
Racestyptine,Racestyptine,
Phebra Sodium Chloride,Sodium Chloride,20% 2g/10mL
Phebra Potassium Dihydrogen Phosphate,Potassium Phosphate - Monobasic,13.6% (1.36 g in 10 mL) 10 mmol/10 mL
Phebra Potassium Phosphate,Potassium Phosphate,Potassium 20mmol/10ml & Phosphate 14mmol/10ml
Albalon,Naphazoline Hydrochloride,1mg/ml
Aquacare/HP,Urea,100mg/g
FML,Fluorometholone,1mg/ml
Prednefrin Forte,Phenylephrine Hydrochloride/Prednisolone Acetate,
Duraphat,Sodium Fluoride,50 Mg/Ml
Ophthalmic Labs Methoxyflurane,Methoxyflurane,3 Ml
Herb-A-Lax,Herb-A-Lax,
Blooms Slippery Elm Bark Powder,Slippery Elm Bark Powder,
Aldactone,Spironolactone,25 Mg
E-Z-Gas Ii Effervescent Granules Sachet,E-Z-Gas Ii Effervescent Granules Sachet,
Burn & Bite Gel Tube,Burn & Bite Gel Tube,
Blackmores Celloids C.F.43 Tablets,Blackmores Celloids C.F.43 Tablets,
Noumed Decongestant Nasal Spray,Oxymetazoline Hydrochloride,0.5 Mg/Ml
Soul Pattinson Paracetamol,Paracetamol,500 Mg
Aldactone,Spironolactone,25 Mg
Alcaine,Proxymetacaine Hydrochloride,0.5%
Zoladex,Goserelin,3.6 Mg
